director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title
John Bonito,Action Drama Thriller,Kelly Carlson,Firass Dirani,Drew Powell,the marine
Peter Atencio,Action Comedy,Nia Long,Will Forte,Keegan-Michael Key,keanu
Shana Feste,Drama Music,Leighton Meester,Cinda McCain,Tim McGraw,country strong
David Nutter,Horror Mystery Sci-Fi Thriller,Bruce Greenwood,Ethan Embry,Katharine Isabelle,disturbing behavior
Derek Cianfrance,Crime Drama Thriller,Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza,the place beyond the pines
Roger Donaldson,Action Crime Thriller,Luke Bracey,Akie Kotabe,Will Patton,the november man
Stephan Elliott,Drama Mystery Thriller,Jason Priestley,Patrick Bergin,Geneviève Bujold,eye of the beholder
Kathryn Bigelow,Drama History Thriller War,Jeremy Renner,Christian Camargo,Brian Geraghty,the hurt locker
Mark L. Lester,Action Horror Sci-Fi Thriller,Heather Locklear,George C. Scott,David Keith,firestarter
Andrew Dominik,Crime Thriller,Brad Pitt,Sam Shepard,Ben Mendelsohn,killing them softly
Anton Corbijn,Crime Drama Thriller,Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi,a most wanted man
Tom Green,Comedy,Rip Torn,Harland Williams,Eddie Kaye Thomas,freddy got fingered
Mike Nawrocki,Adventure Animation Comedy Family,Yuri Lowenthal,Cam Clarke,Phil Vischer,the pirates who don't do anything: a veggietales movie
Catherine Owens,Documentary Music,Bono,The Edge,Larry Mullen Jr.,u2 3d
Douglas Aarniokoski,Action Adventure Fantasy Sci-Fi,Christopher Lambert,Adrian Paul,Adam Copeland,highlander: endgame
Bryan Barber,Crime Drama Musical Romance,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,idlewild
Lone Scherfig,Drama Romance,Anne Hathaway,Jim Sturgess,Rafe Spall,one day
Drew Barrymore,Drama Sport,Daniel Stern,Jimmy Fallon,Alia Shawkat,whip it
Brian Koppelman,Crime Drama Thriller,Vin Diesel,Tom Noonan,Kevin Gage,knockaround guys
James Foley,Crime Thriller,Louis Lombardi,Brian Van Holt,Leland Orser,confidence
Albert Brooks,Comedy,Jeff Bridges,Bradley Whitford,Albert Brooks,the muse
Irwin Winkler,Biography Drama Music Musical,Kevin McNally,Keith Allen,Sandra Nelson,de-lovely
Woody Allen,Comedy Drama Romance,Woody Allen,Larry David,Mia Farrow,new york stories
Steve Gomer,Adventure Family,Trevor Morgan,Kyla Pratt,Shirley Douglas,barney's great adventure
RZA,Action,Rick Yune,RZA,Daniel Wu,the man with the iron fists
Dean Parisot,Comedy Drama Romance,Catherine O'Hara,Jake Busey,Shelley Duvall,home fries
Mark Piznarski,Drama Romance,Bruce Greenwood,Chris Klein,Elaine Hendrix,here on earth
Terry Gilliam,Drama Sci-Fi,Robert De Niro,Bob Hoskins,Jim Broadbent,brazil
Sean McNamara,Family Music Romance,Oliver James,Rebecca De Mornay,Jason Ritter,raise your voice
unknown,Drama Fantasy Mystery Sci-Fi,David Ogden Stiers,Nicole de Boer,Chris Bruno,the dead zone            
Joel Coen,Comedy Crime,Philip Seymour Hoffman,Jeff Bridges,Steve Buscemi,the big lebowski
Craig Brewer,Drama Music,Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson,black snake moan
Ron Shelton,Crime Drama Romance Thriller,Khandi Alexander,Dash Mihok,Michael Michele,dark blue
Michael Winterbottom,Biography Drama History Thriller War,Angelina Jolie Pitt,Archie Panjabi,Dan Futterman,a mighty heart
David Raynr,Comedy Drama Romance,James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,whatever it takes
Mort Nathan,Comedy,Vivica A. Fox,Lin Shaye,Bob Gunton,boat trip
Oliver Parker,Comedy Drama Romance,Colin Firth,Tom Wilkinson,Rupert Everett,the importance of being earnest
Dan Curtis,Fantasy Romance,Jennifer Jason Leigh,Campbell Scott,Estelle Parsons,the love letter
Wil Shriner,Adventure Comedy Family,Logan Lerman,Neil Flynn,Tim Blake Nelson,hoot
Martin McDonagh,Comedy Crime Drama,Elizabeth Berrington,Anna Madeley,Eric Godon,in bruges
Tina Gordon Chism,Comedy Romance,Tyler James Williams,S. Epatha Merkerson,Diahann Carroll,peeples
Peter Cattaneo,Comedy Music,Emma Stone,Bradley Cooper,Josh Gad,the rocker
Vicky Jenson,Comedy Romance,J.K. Simmons,Zach Gilford,Bobby Coleman,post grad
Gus Van Sant,Drama,Matt Damon,Hal Holbrook,Terry Kinney,promised land
Woody Allen,Comedy Romance,Larry David,Michael McKean,Conleth Hill,whatever works
Mary Lambert,Drama Mystery Thriller,Matthew Settle,Susan Ward,A.J. Buckley,the in crowd
Tommy Lee Jones,Adventure Crime Drama Mystery Western,Levon Helm,Dwight Yoakam,Guillermo Arriaga,three burials
Peter Kassovitz,Drama War,Robin Williams,Mark Margolis,Michael Jeter,jakob the liar
Shane Black,Comedy Crime Mystery,Robert Downey Jr.,Corbin Bernsen,Larry Miller,kiss kiss bang bang
Rodman Flender,Comedy Fantasy Horror Thriller,Vivica A. Fox,Fred Willard,Elden Henson,idle hands
David Lynch,Drama Mystery Thriller,Naomi Watts,Robert Forster,Laura Harring,mulholland drive
Katja von Garnier,Drama Fantasy Horror Romance,Olivier Martinez,Agnes Bruckner,Chris Geere,blood and chocolate
Woody Allen,Comedy Drama Romance,Anthony Hopkins,Naomi Watts,Ewen Bremner,you will meet a tall dark stranger
Mark Romanek,Drama Romance Sci-Fi,Andrew Garfield,Charlie Rowe,Charlotte Rampling,never let me go
unknown,Drama History Thriller,Anna Silk,Tom Hollander,Alessandro Nivola,the company            
Brad Anderson,Crime Drama Mystery Thriller,Thomas Kretschmann,Eduardo Noriega,Mac McDonald,transsiberian
Michael Chapman,Adventure Drama Fantasy,Curtis Armstrong,Pamela Reed,Mike Muscat,the clan of the cave bear
Antonio Banderas,Comedy Crime Drama,Meat Loaf,Elizabeth Perkins,Noah Emmerich,crazy in alabama
Michael Haneke,Crime Drama Horror Thriller,Naomi Watts,Siobhan Fallon Hogan,Brady Corbet,funny games
Khalil Sullins,Drama Sci-Fi Thriller,Thomas Stroppel,Kalim Chandler,Amber Marie Bollinger,listening
Atom Egoyan,Drama Thriller,Bob Hoskins,Elaine Cassidy,Gerard McSorley,felicia's journey
Fritz Lang,Drama Sci-Fi,Brigitte Helm,Gustav Fröhlich,Rudolf Klein-Rogge,metropolis
Pierre Morel,Action Crime Thriller,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,district b13
Gary Fleder,Crime Drama,Steve Buscemi,Bill Cobbs,Treat Williams,things to do in denver when you're dead
Hsiao-Hsien Hou,Action Drama,Qi Shu,Chen Chang,Satoshi Tsumabuki,the assassin
Gregor Jordan,Comedy Crime Drama Thriller War,Dean Stockwell,Scott Glenn,Leon,buffalo soldiers
Andrey Zvyagintsev,Drama Mystery Thriller,Konstantin Lavronenko,Vladimir Garin,Nataliya Vdovina,the return
Tony Jaa,Action,Nirut Sirichanya,Petchtai Wongkamlao,Sarunyu Wongkrachang,ong-bak 2
Neil Marshall,Action Adventure Drama History Thriller War,Michael Fassbender,JJ Feild,Dave Legeno,centurion
Russell Mulcahy,Action Drama Thriller,Christopher Heyerdahl,Gina Bellman,Conrad Dunn,silent trigger
Ryûhei Kitamura,Fantasy Horror Mystery,Bradley Cooper,Brooke Shields,Leslie Bibb,the midnight meat train
Darrell Roodt,Biography Drama History,Jennifer Hudson,Wendy Crewson,Aubrey Poo,winnie mandela
Dito Montiel,Crime Drama Thriller,Channing Tatum,Al Pacino,Tracy Morgan,the son of no one
Stefan Ruzowitzky,Action Comedy Drama War,Eddie Izzard,Udo Kier,Edward Fox,all the queen's men
Jake Paltrow,Comedy Drama Fantasy Music Romance,Stephen Graham,Gael Le Cornec,Keith Allen,the good night
Juraj Jakubisko,Biography Drama Fantasy History,Anna Friel,Hans Matheson,Franco Nero,bathory: countess of blood
Anthony Silverston,Adventure Animation Family,Liam Neeson,Steve Buscemi,Loretta Devine,khumba
Gabe Ibáñez,Action Sci-Fi Thriller,Birgitte Hjort Sørensen,Robert Forster,Melanie Griffith,automata
Gerry Lively,Action Adventure Fantasy,Bruce Payne,Lucy Gaskell,Steven Elder,dungeons & dragons: wrath of the dragon god
Daniele Luchetti,Biography,Maximilian Dirr,Rodrigo De la Serna,Ferdinando Vetere,chiamatemi francesco - il papa della gente
Tung-Shing Yee,Action Crime Drama Thriller,Bingbing Fan,Daniel Wu,Yasuaki Kurata,shinjuku incident
Julien Temple,Biography Drama,Samantha Morton,Dexter Fletcher,Linus Roache,pandaemonium
Harold Ramis,Comedy Fantasy Romance,Bill Murray,Chris Elliott,Willie Garson,groundhog day
Gregory Jacobs,Comedy Drama Music,Matt Bomer,Channing Tatum,Kevin Nash,magic mike xxl
Baz Luhrmann,Drama Romance,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,romeo + juliet
Gilles Paquet-Brenner,Drama War,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,sarah's key
Peter Cousens,Drama Family Music,Sharon Leal,David Rasche,Bart Shatto,freedom
Clint Eastwood,Drama Western,Clint Eastwood,Morgan Freeman,Frances Fisher,unforgiven
Lars von Trier,Drama,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,manderlay
Danny Boyle,Drama Romance,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar,slumdog millionaire
Adrian Lyne,Drama Romance Thriller,Fred Gwynne,Lois Smith,Anne Archer,fatal attraction
Garry Marshall,Comedy Romance,Julia Roberts,Hector Elizondo,Jason Alexander,pretty woman
John Blanchard,Comedy,Martin Short,Andrea Martin,Joe Flaherty,towering inferno            
John Cornell,Action Adventure Comedy,Paul Hogan,Linda Kozlowski,John Meillon,crocodile dundee ii
Vidhu Vinod Chopra,Action Crime Drama Mystery Thriller,María Valverde,Chris Marquette,Chad Bishop,broken horses
Oliver Stone,Biography Drama War,Tom Cruise,Tom Berenger,Stephen Baldwin,born on the fourth of july
Jon Turteltaub,Adventure Comedy Family Sport,Doug E. Doug,Leon,Malik Yoba,cool runnings
Patrick Lussier,Horror Thriller,Jensen Ackles,Jaime King,Edi Gathegi,my bloody valentine
Ole Bornedal,Horror Thriller,Kyra Sedgwick,Madison Davenport,Natasha Calis,the possession
Ted Kotcheff,Action Adventure Drama,Sylvester Stallone,Brian Dennehy,Chris Mulkey,first blood
Sylvain White,Drama Music Romance,Chris Brown,Laz Alonso,Harry Lennix,stomp the yard
Lewis Gilbert,Action Adventure Sci-Fi Thriller,Caroline Munro,Desmond Llewelyn,Barbara Bach,the spy who loved me
unknown,Documentary,Amy Bruni,Steve Gonsalves,Jason Hawes,ghost hunters            
Jamie Blanks,Horror Mystery Thriller,Alicia Witt,Loretta Devine,Julian Richings,urban legend
Stephen Frears,Drama Romance,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,dangerous liaisons
Tyler Perry,Comedy Drama Romance,Eddie Cibrian,Phylicia Rashad,Jamie Kennedy,good deeds
Randal Kleiser,Adventure Drama,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,white fang
Bruce McCulloch,Comedy Romance,Will Ferrell,Elaine Hendrix,Molly Shannon,superstar
Phyllida Lloyd,Biography Drama History,Meryl Streep,Jim Broadbent,Olivia Colman,the iron lady
Mike Nawrocki,Adventure Animation Comedy Drama Family Musical,Phil Vischer,Mike Nawrocki,Shelby Vischer,jonah: a veggietales movie
John Singleton,Drama Romance,Janet Jackson,Khandi Alexander,Maya Angelou,poetic justice
Kevin Bray,Action Comedy Crime Thriller,Mike Epps,Roger Guenveur Smith,Gino Salvano,all about the benjamins
Wes Craven,Comedy Fantasy Horror Romance,John Witherspoon,W. Earl Brown,Allen Payne,vampire in brooklyn
John Boorman,Horror,Linda Blair,Richard Burton,Ned Beatty,exorcist ii: the heretic
Courtney Solomon,Horror Mystery Thriller,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,an american haunting
David Zucker,Comedy Romance,Carmen Electra,Tyler Labine,Molly Shannon,my boss's daughter
David Twohy,Adventure Mystery Thriller,Chris Hemsworth,Milla Jovovich,Marley Shelton,a perfect getaway
Rick Famuyiwa,Comedy Romance,America Ferrera,Lance Gross,Lupe Ontiveros,our family wedding
Alan Cohn,Comedy,Alyson Hannigan,Linda Cardellini,Poppy Montgomery,dead man on campus
Franco Zeffirelli,Comedy Drama War,Lily Tomlin,Joan Plowright,Paolo Seganti,tea with mussolini
Tom Holland,Fantasy Horror,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,thinner
Martin Scorsese,Drama Music Musical Romance,Robert De Niro,Liza Minnelli,Mary Kay Place,"new york, new york"
Spike Lee,Comedy Drama,Alfre Woodard,Delroy Lindo,Isaiah Washington,crooklyn
Chris Rock,Comedy Drama Romance,Steve Buscemi,Eliza Coupe,Wendell Pierce,i think i love my wife
James Isaac,Action Horror Sci-Fi Thriller,Peter Mensah,Kane Hodder,Lexa Doig,jason x
Shawn Levy,Adventure Comedy Family,Frankie Muniz,Donald Faison,Lee Majors,big fat liar
Emilio Estevez,Drama History,Anthony Hopkins,Nick Cannon,Brian Geraghty,bobby
Mark Waters,Comedy Mystery Romance,Monica Potter,Ivana Milicevic,China Chow,head over heels
Josh Schwartz,Adventure Comedy,Thomas McDonell,Jackson Nicoll,Osric Chau,fun size
Julian Schnabel,Biography Drama,Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankolé,the diving bell and the butterfly
Todd Field,Drama Romance,Kate Winslet,Noah Emmerich,Jane Adams,little children
Davis Guggenheim,Drama Mystery Thriller,Norman Reedus,Sharon Lawrence,Noam Jenkins,gossip
Tony Goldwyn,Drama,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,a walk on the moon
Phillip Noyce,Biography Drama History,Derek Luke,Terry Pheto,Bonnie Henna,catch a fire
Stephen Carpenter,Drama Horror Mystery Thriller,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,soul survivors
James Ivory,Biography Drama History Romance,Seth Gilliam,Todd Boyce,Nigel Whitmey,jefferson in paris
Stephan Elliott,Comedy Romance,Colin Firth,Kristin Scott Thomas,Kris Marshall,easy virtue
James Fargo,Action Adventure History,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,caravans
Mike Leigh,Biography Drama History,Lesley Manville,Ruth Sheen,Karl Johnson,mr. turner
Alain Resnais,Drama Romance,Mathieu Amalric,Sara Forestier,Edouard Baer,wild grass
Costa-Gavras,Biography Crime Drama War,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,amen.
Chao-Bin Su,Action,Woo-sung Jung,Shawn Yue,Kelly Lin,reign of assassins
Neil Burger,Comedy Drama War,John Heard,Katherine LaNasa,Mark L. Young,the lucky ones
Kenneth Lonergan,Drama,Matt Damon,Kieran Culkin,John Gallagher Jr.,margaret
Bo Zenga,Comedy Horror,Steve Howey,Kenan Thompson,Diora Baird,stan helsing
Rob Reiner,Comedy Drama Romance,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,flipped
Ang Lee,Drama Romance,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,brokeback mountain
Jonathan Liebesman,Action Adventure Comedy Sci-Fi,Noel Fisher,Danny Woodburn,Jeremy Howard,teenage mutant ninja turtles
Amy Heckerling,Comedy Romance,Donald Faison,Dan Hedaya,Elisa Donovan,clueless
Todd Haynes,Drama Romance,Dennis Quaid,Celia Weston,Michael Gaston,far from heaven
Steve Pink,Comedy Sci-Fi,Adam Scott,Gillian Jacobs,Collette Wolfe,hot tub time machine 2
unknown,Drama,Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz,dekalog            
Philip Kaufman,Biography Drama,Kate Winslet,Stephen Marcus,Amelia Warner,quills
Martin McDonagh,Comedy Crime,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,seven psychopaths
Kasi Lemmons,Crime Drama Music Mystery Thriller,Colm Feore,Tamara Tunie,Aunjanue Ellis,the caveman's valentine
unknown,Action Crime Drama Thriller,Jacek Koman,Marian Dziedziel,Jaroslaw Boberek,the border            
Oliver Hirschbiegel,Biography Drama History War,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,downfall
Alejandro Amenábar,Biography Drama Romance,Belén Rueda,Lola Dueñas,Tamar Novas,the sea inside
Jonathan Glazer,Drama Horror Sci-Fi Thriller,Scarlett Johansson,Paul Brannigan,Alison Chand,under the skin
Barry Levinson,Biography Comedy Drama War,Robin Williams,J.T. Walsh,Bruno Kirby,"good morning, vietnam"
Hyung-rae Shim,Comedy,Jason Mewes,Stephanie Danielson,Michael Rispoli,the last godfather
Jon M. Chu,Documentary Music,Usher Raymond,Sean Kingston,Boys II Men,justin bieber: never say never
Darren Aronofsky,Drama Thriller,Natalie Portman,Mila Kunis,Mark Margolis,black swan
José Padilha,Action Crime Sci-Fi Thriller,Gary Oldman,Abbie Cornish,Jennifer Ehle,robocop
Francis Ford Coppola,Crime Drama,Robert De Niro,Al Pacino,Robert Duvall,the godfather: part ii
Thomas Carter,Drama Music Romance,Sean Patrick Thomas,Terry Kinney,Fredro Starr,save the last dance
Renny Harlin,Fantasy Horror Thriller,Tuesday Knight,Rodney Eastman,Brooke Bundy,a nightmare on elm street 4: the dream master
Patricia Riggen,Drama,Jennifer Garner,Brighton Sharbino,Martin Henderson,miracles from heaven
Danny Leiner,Comedy Mystery,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,"dude, where's my car?"
Christopher Cain,Action Crime Drama Thriller Western,Jack Palance,Patrick Wayne,Brian Keith,young guns
Theodore Melfi,Comedy Drama,Bill Murray,Naomi Watts,Reg E. Cathey,st. vincent
Steve Pink,Comedy Romance,Joe Lo Truglio,Regina Hall,Bryan Callen,about last night
Gil Junger,Comedy Drama Romance,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,10 things i hate about you
Ed Decter,Comedy,Zooey Deschanel,Eddie Griffin,Gene Simmons,the new guy
Gene Quintano,Action Comedy Crime,Jon Lovitz,Lin Shaye,Bill Nunn,loaded weapon 1
Jaume Collet-Serra,Drama Horror Thriller,Óscar Jaenada,Brett Cullen,Sedona Legge,the shallows
Eric Bress,Sci-Fi Thriller,Logan Lerman,Eric Stoltz,Cameron Bright,the butterfly effect
Chris Koch,Adventure Comedy Family,Chris Elliott,Mark Webber,Jean Smart,snow day
Preston A. Whitmore II,Comedy Drama Romance,Mekhi Phifer,Chris Brown,Loretta Devine,this christmas
Bob Clark,Comedy Crime Family Sci-Fi,Kathleen Turner,Dom DeLuise,Ruby Dee,baby geniuses
Kirk Wong,Action Comedy Crime Thriller,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,the big hit
Bronwen Hughes,Comedy Drama Family,Gregory Smith,Eartha Kitt,Charlotte Sullivan,harriet the spy
John Lafia,Fantasy Horror,Jenny Agutter,Beth Grant,Greg Germann,child's play 2
Sam Miller,Crime Thriller,Leslie Bibb,Kate del Castillo,Henry Simmons,no good deed
Frank Darabont,Horror,Toby Jones,Alexa Davalos,Jeffrey DeMunn,the mist
Alex Garland,Drama Mystery Sci-Fi Thriller,Elina Alminas,Sonoya Mizuno,Corey Johnson,ex machina
Spike Jonze,Comedy Drama Fantasy,Willie Garson,Orson Bean,Mary Kay Place,being john malkovich
Mark Brown,Comedy Romance,Mo'Nique,Vivica A. Fox,Tamala Jones,two can play that game
Dave Green,Adventure Family Sci-Fi,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,earth to echo
John Stockwell,Drama Romance,Kirsten Dunst,Jay Hernandez,Rolando Molina,crazy/beautiful
Clint Eastwood,Drama History War,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura,letters from iwo jima
Michael Polish,Adventure Drama Sci-Fi,J.K. Simmons,Virginia Madsen,Bruce Dern,the astronaut farmer
Daisy von Scherler Mayer,Comedy Romance,LL Cool J,Jada Pinkett Smith,Dave Chappelle,woo
Lenny Abrahamson,Drama,Joan Allen,Jacob Tremblay,Cas Anvar,room
Bob Saget,Comedy,Don Rickles,Jack Warden,Traylor Howard,dirty work
John Waters,Comedy Crime Thriller,Kathleen Turner,Sam Waterston,Traci Lords,serial mom
Andrew Fleming,Comedy,Ryan Reynolds,Will Ferrell,Kirsten Dunst,dick
Niels Arden Oplev,Action Crime Mystery Thriller,Michael Nyqvist,David Dencik,Lena Endre,del 1 - män som hatar kvinnor            
Craig Bolotin,Drama Thriller,Rosario Dawson,Vanessa Williams,Robert Ri'chard,light it up
Mark Christopher,Drama Music,Salma Hayek,Ellen Albertini Dow,Sela Ward,54
Blair Hayes,Adventure Comedy Romance Sci-Fi,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,bubble boy
Jez Butterworth,Comedy Crime Thriller,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,birthday girl
Jon Lucas,Comedy,Justin Chon,Josie Loren,Sarah Wright,21 & over
Olivier Assayas,Comedy Drama Romance,Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,"paris, je t'aime"
Rod Lurie,Drama Sport,Harry Lennix,Kathryn Morris,Peter Coyote,resurrecting the champ
Paul Weitz,Comedy Drama Romance,Tina Fey,Sarita Choudhury,Christopher Evan Welch,admission
Patrice Leconte,Drama Romance,Emir Kusturica,Daniel Auteuil,Yves Jacques,the widow of saint-pierre
Atom Egoyan,Drama Mystery Romance Thriller,Liam Neeson,Meghan Heffern,Natalie Lisinska,chloe
Paul Mazursky,Comedy Crime Drama,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,faithful
Jim Sheridan,Drama Thriller,Natalie Portman,Jake Gyllenhaal,Ethan Suplee,brothers
Sidney Lumet,Biography Comedy Crime Drama,Peter Dinklage,Vin Diesel,Alex Rocco,find me guilty
Stephen Chbosky,Drama Romance,Logan Lerman,Ezra Miller,Kate Walsh,the perks of being a wallflower
Jon Hess,Action,Burt Young,Ian Gomez,Thomas Ian Griffith,excessive force
Douglas McGrath,Biography Crime Drama,Toby Jones,Isabella Rossellini,Hope Davis,infamous
